scheme_code,scheme_name,fund_house,scheme_type,scheme_category,net_asset_value,date
117733,Indiabulls FMP 370 Days Series 1 - Growth,Indiabulls Mutual Fund,Close Ended Schemes,Income,10.9307,24-07-2013
117735,UTI-FTIF Series-XII Plan V (367 Days) - Annual Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,11-07-2013
117736,UTI-FTIF Series-XII Plan V (367 Days) - Quarterly Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,11-07-2013
117737,UTI-FTIF Series-XII Plan V (367 Days) - Maturity Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,11-07-2013
117738,UTI-FTIF Series-XII Plan V (367 Days) - Growth Option,UTI Mutual Fund,Close Ended Schemes,Income,10.9361,11-07-2013
117739,SBI DEBT FUND SERIES - 366 DAYS - 10 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8931,24-07-2013
117740,SBI DEBT FUND SERIES - 366 DAYS - 10 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8931,24-07-2013
117741,Reliance Fixed Horizon Fund - XXII - Series 16 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.9256,08-08-2013
117742,Reliance Fixed Horizon Fund - XXII - Series 16 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8256,08-08-2013
117745,Kotak FMP Series 91 (370 Days) - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10.91169,06-08-2013
117746,Kotak FMP Series 91 (370 Days) - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10.91169,06-08-2013
117747,DSP BlackRock FMP - Series 62 -12M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,10.9256,08-08-2013
117748,DSP BlackRock FMP - Series 62 -12M - Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,10.8256,08-08-2013
117751,JPMorgan India Liquid Fund - Super Institutional Plan - Annual Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,14.0883,24-11-2016
117752,JPMorgan India Liquid Fund - Super Institutional Plan - Bonus Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,11.8622,24-11-2016
117755,JPMorgan India Treasury Fund - Super Institutional Plan - Bonus Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,12.2261,03-06-2016
117756,JPMorgan India Treasury Fund - Super Institutional Plan - Annual Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,10.6985,21-01-2016
117758,JPMorgan India Active Bond Fund - Retail Plan - Annual Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,10.8326,24-03-2014
117759,JPMorgan India Active Bond Fund - Retail Plan - Bonus Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,10.2531,22-01-2013
117761,Birla Sun Life Fixed Term Plan - Series FT (367 days) -Dividend,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10.7976,07-08-2013
117762,Birla Sun Life Fixed Term Plan - Series FT (367 days) - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10.8976,07-08-2013
117763,Reliance Fixed Horizon Fund - XXII - Series 20 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.9094,13-08-2013
117764,Reliance Fixed Horizon Fund - XXII - Series 20 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8094,13-08-2013
117765,UTI-FTIF Series-XII Plan VI (366 Days) - Growth Option,UTI Mutual Fund,Close Ended Schemes,Income,10.9326,25-07-2013
117766,UTI-FTIF Series-XII Plan VI (366 Days) - Quarterly Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10.0001,25-07-2013
117767,UTI-FTIF Series-XII Plan VI (366 Days) - Annual Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,25-07-2013
117768,UTI-FTIF Series-XII Plan VI (366 Days) - Maturity Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,25-07-2013
117769,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan H Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,10.7166,31-08-2015
117770,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan H Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,12.7397,31-08-2015
117771,IDFC FTP SERIES I(36 Months) - Quarterly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.36197,20-08-2015
117772,IDFC FTP SERIES I (36 Months)- Half Yearly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.43445,20-08-2015
117773,IDFC FTP SERIES I (36 Months) - Growth,IDFC Mutual Fund,Close Ended Schemes,Income,12.77837,20-08-2015
117774,IDFC FTP SERIES I (36 Months) - Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.34534,20-08-2015
117775,IDFC FTP SERIES I (36 Months) - Monthly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,11.31466,20-08-2015
117776,Reliance Fixed Horizon Fund XXII - Series 17 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8651,21-08-2013
117777,Reliance Fixed Horizon Fund XXII - Series 17 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.7651,21-08-2013
117778,Reliance Fixed Horizon Fund - XXII - Series 21 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.9924,31-08-2015
117779,Reliance Fixed Horizon Fund - XXII - Series 21 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,31-08-2015
117780,SBI DEBT FUND SERIES - 366 DAYS - 11 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8962,12-08-2013
117781,SBI DEBT FUND SERIES - 366 DAYS - 11 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8962,12-08-2013
117782,HDFC FMP 373D August 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.9114,21-08-2013
117783,HDFC FMP 373D August 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,21-08-2013
117784,HDFC FMP 373D August 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,21-08-2013
117787,DSP BlackRock FMP - Series 63 -12M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,10.9046,19-08-2013
117788,DSP BlackRock FMP - Series 63 -12M - Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,10.8046,19-08-2013
117789,IDFC FTP SERIES - 2 (1 Year) - Monthly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.5038,25-08-2014
117790,IDFC FTP SERIES - 2 (1Year) - Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.5757,25-08-2014
117791,IDFC FTP SERIES - 2 (1 Year)- Half Yearly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.41509,24-08-2015
117792,IDFC FTP SERIES - 2 (1 Year) - Growth,IDFC Mutual Fund,Close Ended Schemes,Income,12.94741,24-08-2015
117793,IDFC FTP SERIES - 2 (1 Year) - Quarterly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.3222,25-08-2014
117794,Reliance Fixed Horizon Fund - XXII - Series 22 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.8537,21-09-2015
117795,Reliance Fixed Horizon Fund - XXII - Series 22 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,21-09-2015
117796,Reliance Fixed Horizon Fund - XXII - Series 23 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.8692,18-09-2015
117797,Reliance Fixed Horizon Fund - XXII - Series 23 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,18-09-2015
117798,SBI DEBT FUND SERIES - 90 DAYS - 68 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.2069,15-11-2012
117799,SBI DEBT FUND SERIES - 90 DAYS - 68 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,15-11-2012
117801,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 12 - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,14.5901,07-09-2015
117802,Aditya Birla Sun Life Fixed Term Plan - Series FW (1105 days) - Dividend,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10,08-09-2015
117803,Aditya Birla Sun Life Fixed Term Plan - Series FW (1105 days) - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,12.8331,08-09-2015
117804,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan I Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,12.9274,07-09-2015
117805,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan I Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,11.9832,07-09-2015
117806,DSP BlackRock FMP - Series 64 - 12M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,10.9046,27-08-2013
117807,DSP BlackRock FMP - Series 64 - 12M -Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,10.8046,27-08-2013
117808,DSP BlackRock FTP - Series 11 - 36M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,12.8501,07-09-2015
117809,DSP BlackRock FTP - Series 11 - 36M - Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,12.7501,07-09-2015
117810,ESSEL FLEXIBLE INCOME FUND-GROWTH,Essel Mutual Fund,119337;INF955L01AA3;-;Baroda Pioneer Dynamic Bond Fund - Plan B,Direct,14.1199,20-08-2018
117813,Reliance Fixed Horizon Fund - XXII - Series 24 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.8591,19-09-2017
117814,Reliance Fixed Horizon Fund - XXII - Series 24 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,15.0562,19-09-2017
117817,DWS Hybrid Fixed Term Fund - Series 8 - Annual Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,13.835,02-03-2016
117818,DWS Hybrid Fixed Term Fund - Series 8 - Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,13.9002,02-03-2016
117819,DWS Hybrid Fixed Term Fund - Series 8 - Growth,Deutsche Mutual Fund,Close Ended Schemes,Income,14.9053,02-03-2016
117820,DWS Hybrid Fixed Term Fund - Series 8 - Quarterly Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,13.5547,02-03-2016
117821,SBI DEBT FUND SERIES - 366 DAYS - 12 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8852,22-08-2013
117822,SBI DEBT FUND SERIES - 366 DAYS - 12 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8852,22-08-2013
117823,Kotak FMP Series 92 (128 Days) - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10,27-12-2012
117824,Kotak FMP Series 92 (128 Days) - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,10.30779,27-12-2012
117825,Kotak FMP Series 93 (496 Days) - Dividend,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,11.23552,30-12-2013
117826,Kotak FMP Series 93 (496 Days) - Growth,Kotak Mahindra Mutual Fund,Close Ended Schemes,Income,11.23552,30-12-2013
117827,Religare Invesco Fixed Maturity Plan - Series XV - Plan E (367 days) - Dividend Payout Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.9074,02-09-2013
117828,Religare Invesco Fixed Maturity Plan - Series XV - Plan E (367 days) - Growth Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.9074,02-09-2013
117829,HDFC FMP 371D August 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,03-09-2013
117830,HDFC FMP 371D August 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.9121,03-09-2013
117831,HDFC FMP 371D August 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,03-09-2013
117832,SBI DEBT FUND SERIES - 366 DAYS - 13 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8354,29-08-2013
117833,SBI DEBT FUND SERIES - 366 DAYS - 13 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8354,29-08-2013
117834,DSP BlackRock FMP - Series 66 -12M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,10.9175,10-09-2013
117835,DSP BlackRock FMP - Series 66 -12M - Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,10.8175,10-09-2013
117836,ESSEL FLEXIBLE INCOME FUND - QUARTERLY DIVIDEND,Essel Mutual Fund,119337;INF955L01AA3;-;Baroda Pioneer Dynamic Bond Fund - Plan B,Direct,13.9542,20-08-2018
117839,ESSEL FLEXIBLE INCOME FUND MONTHLY DIVIDEND,Essel Mutual Fund,119337;INF955L01AA3;-;Baroda Pioneer Dynamic Bond Fund - Plan B,Direct,12.9425,20-08-2018
117840,SBI DEBT FUND SERIES - 90 DAYS - 69 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,26-11-2012
117841,SBI DEBT FUND SERIES - 90 DAYS - 69 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.2034,26-11-2012
117842,Reliance Fixed Horizon Fund - XXII - Series 25 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.7942,10-09-2013
117843,Reliance Fixed Horizon Fund - XXII - Series 25 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8942,10-09-2013
117844,Aditya Birla Sun Life Fixed Term Plan - Series FX (1093 days) - Dividend,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10,21-09-2015
117845,Aditya Birla Sun Life Fixed Term Plan - Series FX (1093 days) - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,12.7822,21-09-2015
117846,Union KBC Capital Protection Oriented Fund - Series 1 - Dividend Option,Union Mutual Fund,Close Ended Schemes,Income,13.3269,21-08-2015
117847,Union KBC Capital Protection Oriented Fund - Series 1 - Growth Option,Union Mutual Fund,Close Ended Schemes,Income,13.3269,21-08-2015
117848,Reliance Fixed Horizon Fund - XXII - Series 26 - Growth Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,12.997,28-09-2015
117849,Reliance Fixed Horizon Fund - XXII - Series 26 - Dividend Payout Option,Reliance Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,28-09-2015
117850,JPMorgan India Fixed Maturity Plan - Series 302 - Growth Option,JPMorgan Mutual Fund,Close Ended Schemes,Income,12.6674,21-09-2015
117851,JPMorgan India Fixed Maturity Plan - Series 302 - Dividend Option,JPMorgan Mutual Fund,Close Ended Schemes,Income,10.8496,21-09-2015
117852,JPMorgan India Fixed Maturity Plan - Series 502 - Growth Option,JPMorgan Mutual Fund,Close Ended Schemes,Income,13.9599,24-11-2016
117853,JPMorgan India Fixed Maturity Plan - Series 502 - Dividend Option,JPMorgan Mutual Fund,Close Ended Schemes,Income,12.1027,24-11-2016
117854,JPMorgan India Short Term Income Fund - Regular Plan - Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,11.6674,24-11-2016
117855,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Cumulative,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,12.73,28-09-2015
117856,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Dividend,ICICI Prudential Mutual Fund,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,1,10.777,28-09-2015
117857,SBI DEBT FUND SERIES - 366 DAYS - 14 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8801,06-09-2013
117858,SBI DEBT FUND SERIES - 366 DAYS - 14 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8801,06-09-2013
117859,UTI-FTIF Series-XII Plan VII (366 Days) - Quarterly Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10.0001,28-08-2013
117860,UTI-FTIF Series-XII Plan VII (366 Days) - Maturity Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,28-08-2013
117861,UTI-FTIF Series-XII Plan VII (366 Days) - Annual Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,28-08-2013
117862,"UTI-FTIF Series-XII Plan VII (366 Days) - Growth Option	",UTI Mutual Fund,Close Ended Schemes,Income,10.906,28-08-2013
117863,UTI-FTIF Series-XII Plan VIII (1098 Days) - Quarterly Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10,07-09-2015
117864,UTI-FTIF Series-XII Plan VIII (1098 Days) - Maturity Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10.0001,07-09-2015
117865,UTI-FTIF Series-XII Plan VIII (1098 Days) - Growth Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,12.9798,07-09-2015
117866,UTI-FTIF Series-XII Plan VIII (1098 Days) - Annual Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10.0004,07-09-2015
117867,BANDHAN All Seasons Bond Fund - Regular Plan - Weekly IDCW,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,12.3137,27-10-2023
117868,BANDHAN All Seasons Bond Fund - Regular Plan - Daily IDCW,Bandhan Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,12.2852,27-10-2023
117869,HDFC FMP 371D September 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.9014,17-09-2013
117870,HDFC FMP 371D September 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,17-09-2013
117871,HDFC FMP 371D September 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,17-09-2013
117874,JPMorgan India Treasury Fund - Super Institutional Plan - Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,12.8153,24-11-2016
117875,JPMorgan India Treasury Fund - Retail Plan - Dividend Option,JPMorgan Mutual Fund,Open Ended Schemes,Income,10.6873,30-08-2013
117878,Religare Invesco Fixed Maturity Plan - Series XV - Plan F (369 days) - Dividend Payout Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.8846,17-09-2013
117879,Religare Invesco Fixed Maturity Plan - Series XV - Plan F (369 days) - Growth Option,Invesco Mutual Fund,Close Ended Schemes,Income,10.8846,17-09-2013
117882,DWS Hybrid Fixed Term Fund - Series 9 - Regular Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,13.0316,02-03-2016
117883,DWS Hybrid Fixed Term Fund - Series 9 - Quarterly Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,12.7706,02-03-2016
117884,DWS Hybrid Fixed Term Fund - Series 9 - Growth,Deutsche Mutual Fund,Close Ended Schemes,Income,14.0712,02-03-2016
117885,DWS Hybrid Fixed Term Fund - Series 9 - Annual Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,13.032,02-03-2016
117886,DWS Fixed Maturity Plan - Series 16 (DFMP - 16) - Annual Dividend (Payout Option),Deutsche Mutual Fund,Close Ended Schemes,Income,11.2817,02-03-2016
117887,DWS Fixed Maturity Plan - Series 16 (DFMP - 16) - Growth,Deutsche Mutual Fund,Close Ended Schemes,Income,13.0415,02-03-2016
117888,DWS Fixed Maturity Plan - Series 16 (DFMP - 16) - Dividend (Payout Option),Deutsche Mutual Fund,Close Ended Schemes,Income,10.984,02-03-2016
117889,DWS Fixed Maturity Plan - Series 16 (DFMP - 16) - Quarterly Dividend (Payout Option),Deutsche Mutual Fund,Close Ended Schemes,Income,11.0272,02-03-2016
117890,DWS Hybrid Fixed Term Fund - Series 10 - Annual Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,10.7285,02-03-2016
117891,DWS Hybrid Fixed Term Fund - Series 10 - Growth,Deutsche Mutual Fund,Close Ended Schemes,Income,12.3406,02-03-2016
117892,DWS Hybrid Fixed Term Fund - Series 10 - Quarterly Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,10.442,02-03-2016
117893,DWS Hybrid Fixed Term Fund - Series 10 - Regular Dividend (Payout),Deutsche Mutual Fund,Close Ended Schemes,Income,10.4201,02-03-2016
117894,UTI FTIF Series XII - IX (368 DAYS) - Annual Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,27-09-2013
117895,UTI FTIF Series XII - IX (368 DAYS) - Quarterly Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10.0001,27-09-2013
117896,UTI FTIF Series XII - IX (368 DAYS) - Growth Option,UTI Mutual Fund,Close Ended Schemes,Income,10.8907,27-09-2013
117897,UTI FTIF Series XII - IX (368 DAYS) - Maturity Dividend Option,UTI Mutual Fund,Close Ended Schemes,Income,10,27-09-2013
117898,Reliance Fixed Horizon Fund - XXII - Series 27 - Dividend Payout Option,Reliance Mutual Fund,Close Ended Schemes,Income,10,03-10-2013
117899,Reliance Fixed Horizon Fund - XXII - Series 27 - Growth Option,Reliance Mutual Fund,Close Ended Schemes,Income,10.8984,03-10-2013
117900,SBI DEBT FUND SERIES - 90 DAYS - 70 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,17-12-2012
117901,SBI DEBT FUND SERIES - 90 DAYS - 70 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.2012,17-12-2012
117906,SBI Edge Fund - REGULAR PLAN Growth,SBI Mutual Fund,Open Ended Schemes,Income,14.1017,17-12-2015
117907,SBI Edge Fund - REGULAR PLAN - Dividend,SBI Mutual Fund,Open Ended Schemes,Income,12.4961,17-12-2015
117908,DSP BlackRock FMP - Series 68 -12M - Growth Option,DSP Mutual Fund,Close Ended Schemes,Income,10.8915,03-10-2013
117909,DSP BlackRock FMP - Series 68 -12M - Options - Dividend Payout Option,DSP Mutual Fund,Close Ended Schemes,Income,10.7915,03-10-2013
117910,Principal Pnb Fixed Maturity Plan - Series B2 - Dividend Option,PRINCIPAL Mutual Fund,Close Ended Schemes,Income,10,29-09-2015
117911,Principal Pnb Fixed Maturity Plan - Series B2 - Growth Option,PRINCIPAL Mutual Fund,Close Ended Schemes,Income,12.71,29-09-2015
117912,HDFC FMP 373D September 2012 (1)-Growth Option,HDFC Mutual Fund,Close Ended Schemes,Income,10.8937,03-10-2013
117913,HDFC FMP 373D September 2012 (1)-Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,03-10-2013
117914,HDFC FMP 373D September 2012 (1)-Quarterly Dividend Option,HDFC Mutual Fund,Close Ended Schemes,Income,10,03-10-2013
117917,SBI DEBT FUND SERIES - 366 DAYS - 15 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8524,24-09-2013
117918,SBI DEBT FUND SERIES - 366 DAYS - 15 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.8524,24-09-2013
117919,SBI DEBT FUND SERIES - 90 DAYS - 71 - DIVIDEND,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10,24-12-2012
117920,SBI DEBT FUND SERIES - 90 DAYS - 71 - GROWTH,SBI Mutual Fund,135488;INF174K01Y15;-;Kotak FMP Series 180,1099 Days,10.1993,24-12-2012
117926,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 11- Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,13.0377,26-10-2015
117929,Aditya Birla Sun Life Fixed Term Plan - Series FZ (1093 days) - Growth,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,12.6237,19-10-2015
117930,Aditya Birla Sun Life Fixed Term Plan - Series FZ (1093 days) - Dividend,Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,10,19-10-2015
117931,IDFC FTP S4 (36 Months) -Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.53833,14-10-2015
117932,IDFC FTP S4 (36 Months) -Growth,IDFC Mutual Fund,Close Ended Schemes,Income,12.69766,14-10-2015
117933,IDFC FTP S4 (36 Months)-Monthly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.19494,14-10-2015
117934,IDFC FTP S4 (36 Months)-Half Yearly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.24275,14-10-2015
117935,IDFC FTP S4 (36 Months)-Quarterly Dividend,IDFC Mutual Fund,Close Ended Schemes,Income,10.46913,14-10-2015
117936,UTI FTIF Series XII - X ( 1096 DAYS) - Maturity Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10.0002,28-09-2015
117937,UTI FTIF Series XII - X ( 1096 DAYS) - Growth Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,12.8208,28-09-2015
117938,UTI FTIF Series XII - X ( 1096 DAYS) - Quarterly Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10.0004,28-09-2015
117939,UTI FTIF Series XII - X ( 1096 DAYS) - Annual Dividend Option,UTI Mutual Fund,IL&FS Mutual Fund,IDF,10.001,28-09-2015
117940,BNP PARIBAS LIQUID FUND  MONTHLY DIVIDEND OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Income,10.0665,27-06-2014
117941,BNP PARIBAS LIQUID FUND  GROWTH OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Income,20.153,27-06-2014
117942,BNP PARIBAS LIQUID FUND  WEEKLY DIVIDEND OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Income,10.0046,27-06-2014
117943,BNP PARIBAS LIQUID FUND DAILY DIVIDEND OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Income,10.0049,27-06-2014
117944,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,10.0617,13-03-2022
117945,BNP PARIBAS LOW DURATION FUND GROWTH OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,32.7985,13-03-2022
117946,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,10.0127,13-03-2022
117947,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,10.3023,13-03-2022
